order_id,customer_id,order_date,revenue,units,region,product
ORD-006977,CUS-1001,2024-03-15,1093.43,44,West,Widget B
ORD-006978,CUS-1003,2024-01-01,1468.28,17,West,Widget A
ORD-006979,CUS-1002,01/02/2024,26.14,5,North,nan
ORD-006980,nan,2024-01-01,1775.58,19,South,Widget A
ORD-006981,nan,2024-01-01,1705.95,26,South,Gadget C
ORD-006982,CUS-1001,2024-03-15,111.14,5,West,Widget A
ORD-006983,CUS-1003,2024-01-01,146.02,24,North,Widget A
ORD-006984,CUS-1001,2024-01-01,1152.07,33,West,Widget A
ORD-006985,CUS-1002,2024-01-01,634.0,48,  Central  ,Widget A
ORD-006986,CUS-1002,01/02/2024,985.97,33,  Central  ,Widget A
ORD-006987,CUS-1001,2024-01-01,1139.24,7,North,Gadget C
ORD-006988,CUS-1001,01/02/2024,1279.15,46,East,Widget B
ORD-006989,CUS-1001,01/02/2024,1465.93,33,South,Widget B
ORD-006990,CUS-1001,01/02/2024,1715.53,42,East,Widget A
ORD-006991,CUS-1001,2024-03-15,1217.26,16,East,Gadget C
ORD-006992,nan,2024-01-01,219.05,2,  Central  ,Widget A
ORD-006993,CUS-1002,not-a-date,281.07,22,West,Widget B
ORD-006994,CUS-1003,2024-01-01,1231.3,18,East,Gadget C
ORD-006995,CUS-1003,2024-01-01,1420.49,21,  Central  ,Widget A
ORD-006996,CUS-1002,01/02/2024,1510.62,47,  Central  ,Widget A
ORD-006997,CUS-1001,01/02/2024,1042.14,18,North,nan
ORD-006998,CUS-1003,2024-01-01,1204.77,14,East,Widget A
ORD-006999,CUS-1002,2024-06-30,1949.36,44,  Central  ,Widget A
ORD-007000,CUS-1002,2024-06-30,702.99,44,West,Gadget C
ORD-007001,nan,2024-01-01,436.2,36,West,Widget A
ORD-007002,CUS-1002,01/02/2024,1938.29,7,East,Widget B
ORD-007003,CUS-1002,2024-03-15,1838.34,45,North,Widget B
ORD-007004,nan,2024-06-30,24.1,3,North,Widget A
ORD-007005,CUS-1002,01/02/2024,809.74,40,South,Widget A
ORD-007006,CUS-1003,2024-01-01,1472.34,37,East,Gadget C
ORD-007007,CUS-1001,01/02/2024,363.15,21,  Central  ,Widget A
ORD-007008,CUS-1001,2024-01-01,73.48,10,South,Gadget C
ORD-007009,CUS-1002,01/02/2024,82.49,4,East,Gadget C
ORD-007010,CUS-1001,01/02/2024,1133.94,2,East,Widget A
ORD-007011,nan,01/02/2024,-428.47,15,North,Widget A
ORD-007012,CUS-1001,2024-01-01,523.2,24,South,Widget B
ORD-007013,CUS-1002,2024-01-01,40.15,17,South,Widget B
ORD-007014,CUS-1001,01/02/2024,1454.55,30,West,Widget B
ORD-007015,nan,2024-01-01,1688.82,5,East,Widget B
ORD-007016,CUS-1001,2024-01-01,1469.71,35,South,nan
ORD-007017,CUS-1001,2024-01-01,281.2,8,  Central  ,Gadget C
ORD-007018,CUS-1001,not-a-date,1914.88,22,South,Widget B
ORD-007019,CUS-1002,2024-01-01,1924.65,2,West,Widget A
ORD-007020,nan,01/02/2024,525.67,46,North,Widget A
ORD-007021,nan,01/02/2024,1966.31,22,South,Widget B
ORD-007022,CUS-1001,2024-03-15,893.94,19,West,Widget A
ORD-007023,CUS-1002,01/02/2024,92.94,9,South,Widget A
ORD-007024,CUS-1001,2024-01-01,-71.9,12,East,Widget A
ORD-007025,CUS-1002,2024-01-01,1058.14,14,South,Gadget C
ORD-007026,CUS-1002,2024-01-01,1718.01,5,North,Widget B
ORD-007027,CUS-1001,2024-03-15,717.79,24,West,Gadget C
ORD-007028,CUS-1002,01/02/2024,1535.6,8,East,Widget A
ORD-007029,nan,2024-03-15,1575.58,9,West,Widget B
ORD-007030,CUS-1001,2024-03-15,79.55,5,  Central  ,Widget B
ORD-007031,CUS-1001,2024-03-15,1349.55,4,East,Gadget C
ORD-007032,CUS-1001,2024-06-30,-324.25,41,North,Widget B
ORD-007033,CUS-1001,01/02/2024,412.83,38,East,Widget A
ORD-007034,CUS-1001,2024-01-01,839.62,34,East,Widget B
ORD-007035,CUS-1002,2024-01-01,1715.86,44,North,Widget A
ORD-007036,CUS-1001,01/02/2024,1382.65,23,East,Widget A
ORD-007037,CUS-1002,2024-03-15,1258.12,17,East,Gadget C
ORD-007038,nan,01/02/2024,-261.96,22,East,Widget B
ORD-007039,nan,2024-01-01,1336.68,23,North,Widget B
ORD-007040,CUS-1002,2024-03-15,1519.46,6,East,Gadget C
ORD-007041,CUS-1001,2024-01-01,1900.47,15,North,Gadget C
ORD-007042,CUS-1001,2024-01-01,-158.78,23,North,Widget B
ORD-007043,CUS-1001,2024-03-15,169.09,23,West,Gadget C
ORD-007044,nan,01/02/2024,1887.62,20,South,Widget A
ORD-007045,nan,2024-01-01,1585.93,5,East,Gadget C
ORD-007046,CUS-1001,2024-01-01,-175.15,14,South,Widget B
ORD-007047,CUS-1001,01/02/2024,1428.24,23,East,Gadget C
ORD-007048,CUS-1002,2024-01-01,614.9,11,North,Gadget C
ORD-007049,CUS-1001,2024-01-01,1214.01,23,North,Widget A
ORD-007050,nan,01/02/2024,572.75,16,  Central  ,Gadget C
ORD-007051,CUS-1001,01/02/2024,1462.79,16,South,Widget B
ORD-007052,CUS-1001,2024-01-01,381.59,46,West,Gadget C
ORD-007053,CUS-1002,01/02/2024,1670.72,43,East,Widget B
ORD-007054,CUS-1001,01/02/2024,155.07,35,North,Gadget C
ORD-007055,CUS-1001,2024-01-01,57.95,21,North,Widget B
ORD-007056,CUS-1003,2024-01-01,272.53,40,North,Widget B
ORD-007057,CUS-1001,2024-01-01,775.24,8,East,nan
ORD-007058,CUS-1002,2024-01-01,1316.8,10,South,Gadget C
ORD-007059,CUS-1001,2024-03-15,-176.31,37,  Central  ,Widget B
ORD-007060,CUS-1001,2024-01-01,956.66,45,North,Gadget C
ORD-007061,CUS-1001,2024-06-30,1732.5,8,South,Widget A
ORD-007062,CUS-1001,2024-01-01,1122.94,25,North,Widget B
ORD-007063,CUS-1001,01/02/2024,1020.14,5,East,nan
ORD-007064,CUS-1001,01/02/2024,844.67,48,North,Widget A
ORD-007065,CUS-1003,2024-03-15,1957.04,19,East,Gadget C
ORD-007066,CUS-1002,not-a-date,493.19,40,West,Widget B
ORD-007067,nan,01/02/2024,319.58,40,  Central  ,Widget A
ORD-007068,CUS-1002,2024-01-01,989.81,8,North,Gadget C
ORD-007069,CUS-1002,2024-06-30,1358.75,47,East,Widget A
ORD-007070,CUS-1002,2024-06-30,53.12,48,South,Widget B
ORD-007071,CUS-1001,2024-06-30,1715.41,33,South,Widget B
ORD-007072,CUS-1001,2024-01-01,573.4,48,West,Widget A
ORD-007073,CUS-1002,2024-01-01,1294.31,44,West,Widget B
ORD-007074,CUS-1003,2024-01-01,354.84,28,South,Widget B
ORD-007075,CUS-1002,2024-03-15,1745.12,28,East,nan
ORD-007076,CUS-1001,2024-01-01,724.19,49,West,Gadget C
ORD-007077,nan,2024-01-01,382.05,10,South,Widget A
ORD-007078,CUS-1001,01/02/2024,49.29,24,North,Gadget C
ORD-007079,nan,2024-01-01,624.48,28,West,Gadget C
ORD-007080,CUS-1003,2024-03-15,764.63,5,East,Widget B
ORD-007081,CUS-1003,2024-01-01,79.88,37,South,nan
ORD-007082,CUS-1003,2024-03-15,1115.17,31,North,Widget B
ORD-007083,CUS-1001,2024-01-01,914.86,4,West,Widget A
ORD-007084,CUS-1002,01/02/2024,991.19,42,South,Widget B
ORD-007085,CUS-1003,01/02/2024,275.61,21,East,Widget B
ORD-007086,CUS-1002,2024-01-01,772.32,6,North,Widget B
ORD-007087,CUS-1001,2024-01-01,1936.01,5,North,Widget A
ORD-007088,CUS-1001,2024-03-15,721.26,14,South,Widget A
ORD-007089,CUS-1001,01/02/2024,1587.99,20,North,Widget A
ORD-007090,CUS-1002,2024-01-01,257.09,20,North,Gadget C
ORD-007091,CUS-1002,2024-03-15,254.41,28,North,Widget A
ORD-007092,CUS-1003,2024-01-01,1997.86,33,East,Widget A
ORD-007093,CUS-1003,2024-01-01,1300.24,36,South,Widget A
ORD-007094,CUS-1002,2024-01-01,1333.02,22,  Central  ,Widget A
ORD-007095,CUS-1001,2024-01-01,857.59,18,  Central  ,Widget A
ORD-007096,CUS-1002,2024-01-01,1524.68,37,South,Widget A
ORD-007097,CUS-1001,2024-01-01,1857.07,6,West,Widget B
ORD-007098,CUS-1001,2024-01-01,173.19,45,North,Gadget C
ORD-007099,CUS-1001,2024-01-01,353.08,25,South,Widget B
ORD-007100,CUS-1001,01/02/2024,1733.48,31,South,Widget B
ORD-007101,CUS-1001,01/02/2024,167.49,7,West,Widget B
ORD-007102,CUS-1002,2024-01-01,724.68,5,South,Widget B
ORD-007103,CUS-1001,2024-01-01,-264.53,5,North,Widget B
ORD-007104,CUS-1001,01/02/2024,821.86,20,East,Widget A
ORD-007105,CUS-1001,01/02/2024,899.85,36,East,Widget A
ORD-007106,CUS-1002,2024-03-15,368.46,47,South,Widget B
ORD-007107,CUS-1002,2024-01-01,172.47,30,West,Widget A
ORD-007108,CUS-1001,2024-01-01,840.6,22,East,Widget A
ORD-007109,CUS-1001,2024-01-01,1033.84,27,North,Widget B
ORD-007110,nan,01/02/2024,1476.69,9,North,Widget B
ORD-007111,CUS-1002,2024-01-01,1454.73,9,East,Widget A
ORD-007112,CUS-1002,2024-01-01,149.14,43,East,Widget A
ORD-007113,CUS-1002,2024-01-01,-23.13,46,North,Gadget C
ORD-007114,CUS-1003,01/02/2024,1689.1,42,South,Widget A
ORD-007115,nan,2024-01-01,1198.01,43,North,Widget A
ORD-007116,CUS-1001,01/02/2024,1711.17,36,  Central  ,Widget B
ORD-007117,CUS-1002,2024-01-01,1902.21,42,South,nan
ORD-007118,CUS-1001,2024-01-01,-139.47,3,East,Widget B
ORD-007119,CUS-1002,2024-01-01,274.58,4,North,Widget B
ORD-007120,CUS-1001,2024-06-30,177.01,44,South,Gadget C
ORD-007121,CUS-1001,2024-01-01,261.57,4,  Central  ,Widget A
ORD-007122,nan,2024-01-01,1368.14,13,West,Widget B
ORD-007123,CUS-1003,2024-03-15,247.93,24,South,Widget A
ORD-007124,CUS-1001,2024-01-01,1905.29,26,West,Widget B
ORD-007125,nan,2024-01-01,1321.38,15,South,Widget B
ORD-007126,CUS-1001,2024-01-01,1911.5,44,East,Gadget C
ORD-007127,CUS-1002,01/02/2024,1131.38,17,South,Widget B
ORD-007128,CUS-1003,2024-01-01,412.61,39,East,Widget B
ORD-007129,CUS-1001,2024-03-15,344.67,35,West,Widget B
ORD-007130,CUS-1002,2024-03-15,1538.1,3,North,Widget A
ORD-007131,CUS-1002,01/02/2024,10.21,46,West,Widget B
ORD-007132,CUS-1001,2024-01-01,-381.1,11,South,Widget A
ORD-007133,CUS-1002,2024-03-15,68.72,30,West,Widget B
ORD-007134,CUS-1001,not-a-date,1212.83,30,  Central  ,Widget A
ORD-007135,CUS-1002,2024-03-15,783.84,2,South,Widget A
ORD-007136,CUS-1001,2024-01-01,-358.79,48,  Central  ,Gadget C
ORD-007137,CUS-1001,01/02/2024,1566.51,2,West,Widget A
ORD-007138,CUS-1002,2024-03-15,232.79,22,West,Widget B
ORD-007139,CUS-1001,2024-06-30,1893.13,12,North,Widget B
ORD-007140,CUS-1002,2024-01-01,1195.6,11,South,Widget B
ORD-007141,CUS-1002,2024-03-15,770.1,1,South,Widget A
ORD-007142,CUS-1003,01/02/2024,1958.37,7,West,Gadget C
ORD-007143,CUS-1001,not-a-date,1625.13,7,South,Widget A
ORD-007144,CUS-1003,01/02/2024,332.52,33,South,Widget A
ORD-007145,CUS-1002,not-a-date,186.21,3,South,Widget B
ORD-007146,CUS-1001,2024-01-01,1846.54,27,  Central  ,Gadget C
ORD-007147,CUS-1003,2024-01-01,1173.89,14,East,Gadget C
ORD-007148,CUS-1002,2024-01-01,-61.67,2,South,Gadget C
ORD-007149,CUS-1002,2024-03-15,-247.85,3,West,Widget A
ORD-007150,CUS-1002,2024-01-01,1088.13,41,South,Gadget C
ORD-007151,CUS-1002,01/02/2024,550.26,45,West,Widget A
ORD-007152,nan,2024-06-30,394.26,31,East,Widget A
ORD-007153,CUS-1002,not-a-date,788.21,26,South,Widget A
ORD-007154,CUS-1003,01/02/2024,81.02,12,North,Widget A
ORD-007155,CUS-1002,2024-03-15,1199.75,43,East,Widget B
ORD-007156,CUS-1003,2024-01-01,1245.99,25,West,Widget B
ORD-007157,nan,2024-01-01,1393.05,34,South,Widget B
ORD-007158,CUS-1001,01/02/2024,55.46,39,  Central  ,Widget A
ORD-007159,CUS-1001,2024-03-15,-221.25,23,East,Widget B
ORD-007160,CUS-1002,2024-01-01,1546.98,17,West,Widget B
ORD-007161,CUS-1002,2024-01-01,1153.61,23,North,Widget A
ORD-007162,CUS-1002,01/02/2024,28.02,44,East,Widget A
ORD-007163,CUS-1003,2024-01-01,1464.1,36,  Central  ,Widget A
ORD-007164,nan,2024-03-15,839.04,34,South,Widget A
ORD-007165,CUS-1001,2024-01-01,533.52,16,West,Widget B
ORD-007166,CUS-1002,2024-03-15,1510.96,16,West,Widget A
ORD-007167,CUS-1001,01/02/2024,-29.22,27,South,Gadget C
ORD-007168,CUS-1002,2024-03-15,912.69,2,West,Widget B
ORD-007169,CUS-1001,2024-03-15,1722.95,6,South,Widget A
ORD-007170,CUS-1002,2024-01-01,307.88,28,South,Widget A
ORD-007171,CUS-1002,2024-01-01,1135.66,39,East,Widget A
ORD-007172,CUS-1002,not-a-date,216.86,19,North,Gadget C
ORD-007173,CUS-1002,2024-01-01,1955.93,17,  Central  ,Widget A
ORD-007174,CUS-1001,01/02/2024,630.59,35,North,nan
ORD-007175,CUS-1001,2024-01-01,1821.35,9,West,nan
ORD-007176,CUS-1001,2024-03-15,740.35,5,East,Widget A
ORD-007177,nan,2024-01-01,1693.88,37,East,Gadget C
ORD-007178,nan,01/02/2024,1531.57,25,  Central  ,Widget A
ORD-007179,CUS-1001,01/02/2024,472.77,5,  Central  ,Widget A
ORD-007180,CUS-1001,2024-01-01,1297.37,32,West,Gadget C
ORD-007181,CUS-1002,2024-01-01,474.35,47,West,Widget B
ORD-007182,CUS-1002,not-a-date,47.76,18,East,Widget B
ORD-007183,CUS-1001,01/02/2024,607.95,34,North,Widget A
ORD-007184,CUS-1001,2024-06-30,1424.01,35,South,Widget B
ORD-007185,CUS-1001,2024-03-15,365.3,37,East,Gadget C
ORD-007186,CUS-1001,01/02/2024,1259.33,24,North,Widget A
ORD-007187,CUS-1001,01/02/2024,1532.12,5,East,nan
ORD-007188,CUS-1001,2024-06-30,627.58,7,East,Gadget C
ORD-007189,CUS-1002,01/02/2024,213.13,28,West,Widget A
ORD-007190,CUS-1002,2024-01-01,1197.22,26,East,Widget B
ORD-007191,CUS-1001,2024-03-15,271.4,2,West,Widget A
ORD-007192,CUS-1002,2024-06-30,15.17,12,South,Gadget C
ORD-007193,CUS-1002,2024-01-01,270.16,17,East,Gadget C
ORD-007194,CUS-1003,2024-01-01,540.63,40,East,Widget A
ORD-007195,nan,01/02/2024,1357.98,36,South,Widget A
ORD-007196,CUS-1001,2024-03-15,671.86,43,East,Widget B
ORD-007197,nan,2024-01-01,1837.95,11,South,Widget B
ORD-007198,CUS-1002,2024-03-15,1487.1,43,West,Widget A
ORD-007199,CUS-1002,01/02/2024,1975.07,35,  Central  ,Widget A
ORD-007200,CUS-1001,2024-01-01,1333.94,3,South,Widget B
ORD-007201,CUS-1001,01/02/2024,-112.01,27,East,Widget B
ORD-007202,CUS-1001,2024-01-01,306.27,13,West,Widget A
ORD-007203,nan,2024-03-15,546.49,45,East,Widget A
ORD-007204,CUS-1002,2024-01-01,1409.63,22,South,Widget A
ORD-007205,CUS-1001,2024-03-15,1294.07,25,East,Gadget C
ORD-007206,CUS-1002,2024-01-01,418.4,47,South,Widget A
ORD-007207,CUS-1001,2024-06-30,1399.14,15,South,Widget B
ORD-007208,CUS-1001,2024-03-15,565.31,31,  Central  ,Widget A
ORD-007209,CUS-1002,2024-01-01,1340.23,43,South,Widget A
ORD-007210,CUS-1002,2024-06-30,628.47,28,  Central  ,Widget B
ORD-007211,CUS-1003,2024-01-01,428.54,24,West,Widget A
ORD-007212,CUS-1002,01/02/2024,994.73,15,South,Widget B
ORD-007213,CUS-1002,2024-06-30,1961.69,15,  Central  ,Widget B
ORD-007214,CUS-1003,2024-06-30,1296.71,41,North,nan
ORD-007215,CUS-1001,01/02/2024,709.77,21,  Central  ,Widget A
ORD-007216,CUS-1002,2024-06-30,1041.7,17,West,Widget A
ORD-007217,CUS-1002,2024-01-01,882.83,22,East,Widget B
ORD-007218,CUS-1001,2024-01-01,72.37,3,South,Widget A
ORD-007219,CUS-1001,2024-01-01,1351.83,11,  Central  ,Widget B
ORD-007220,CUS-1001,2024-01-01,418.94,45,West,Widget B
ORD-007221,CUS-1001,01/02/2024,1073.11,40,East,Widget B
ORD-007222,CUS-1002,2024-01-01,151.11,44,West,Gadget C
ORD-007223,CUS-1001,01/02/2024,-137.02,41,East,Widget A
ORD-007224,CUS-1002,2024-01-01,44.68,2,West,Gadget C
ORD-007225,CUS-1001,2024-01-01,649.71,22,East,Gadget C
ORD-007226,CUS-1001,2024-03-15,772.8,7,North,Widget A
ORD-007227,CUS-1001,2024-01-01,1547.02,1,North,Widget A
ORD-007228,CUS-1001,2024-03-15,1947.44,12,West,Widget A
ORD-007229,nan,2024-03-15,390.75,6,South,Gadget C
ORD-007230,CUS-1001,01/02/2024,286.73,45,West,Widget B
ORD-007231,CUS-1001,not-a-date,1247.19,25,East,Widget A
ORD-007232,CUS-1001,2024-06-30,442.42,47,North,Widget A
ORD-007233,CUS-1001,2024-01-01,58.19,13,West,Gadget C
ORD-007234,CUS-1002,01/02/2024,471.3,25,West,Widget A
ORD-007235,CUS-1003,2024-01-01,476.7,17,East,Gadget C
ORD-007236,CUS-1001,2024-01-01,1107.55,26,  Central  ,Widget A
ORD-007237,CUS-1002,01/02/2024,905.56,26,West,Widget B
ORD-007238,CUS-1002,2024-03-15,673.56,3,West,Widget A
ORD-007239,CUS-1003,2024-03-15,585.29,33,East,Widget A
ORD-007240,CUS-1002,2024-03-15,543.06,11,West,Widget B
ORD-007241,CUS-1001,2024-03-15,1724.9,10,South,Gadget C
ORD-007242,CUS-1002,01/02/2024,927.01,49,South,Widget B
ORD-007243,CUS-1003,2024-01-01,1711.3,34,East,Widget A
ORD-007244,CUS-1002,2024-01-01,1991.55,5,West,Widget B
ORD-007245,nan,01/02/2024,996.25,6,North,Widget A
ORD-007246,CUS-1003,2024-03-15,1857.7,4,South,Widget B
ORD-007247,CUS-1001,2024-01-01,357.43,28,North,Widget A
ORD-007248,CUS-1003,2024-01-01,626.47,34,East,Gadget C
ORD-007249,CUS-1002,2024-01-01,1321.23,33,South,Gadget C
ORD-007250,CUS-1002,01/02/2024,483.65,1,North,Widget B
ORD-007251,CUS-1002,2024-01-01,1187.61,15,South,Widget A
ORD-007252,CUS-1003,2024-01-01,1798.91,9,South,Gadget C
ORD-007253,CUS-1002,2024-01-01,1947.49,41,West,Widget A
ORD-007254,CUS-1002,2024-01-01,1074.4,8,South,Widget A
ORD-007255,CUS-1001,01/02/2024,1476.07,39,North,Widget A
ORD-007256,CUS-1002,2024-06-30,1210.43,12,South,Gadget C
ORD-007257,nan,2024-01-01,845.61,44,East,Widget A
ORD-007258,CUS-1002,01/02/2024,719.43,16,  Central  ,Gadget C
ORD-007259,CUS-1001,01/02/2024,1232.16,17,West,Widget B
ORD-007260,nan,01/02/2024,697.8,27,South,Gadget C
ORD-007261,CUS-1003,2024-01-01,1500.51,46,East,Widget B
ORD-007262,CUS-1002,2024-01-01,261.08,22,  Central  ,Widget A
ORD-007263,CUS-1001,2024-06-30,1440.0,24,North,Widget B
ORD-007264,CUS-1002,2024-06-30,1027.01,19,West,Gadget C
ORD-007265,CUS-1001,2024-01-01,172.74,16,West,Widget B
ORD-007266,CUS-1001,01/02/2024,1680.73,49,  Central  ,Widget A
ORD-007267,CUS-1002,2024-01-01,1104.22,31,  Central  ,Widget B
ORD-007268,nan,2024-01-01,1472.37,48,North,Widget A
ORD-007269,CUS-1001,2024-01-01,256.2,44,East,Widget B
ORD-007270,CUS-1003,2024-03-15,318.77,22,North,Widget B
ORD-007271,nan,2024-01-01,1758.48,44,South,Widget A
ORD-007272,CUS-1001,2024-01-01,938.98,7,West,Widget A
ORD-007273,CUS-1001,2024-01-01,598.82,12,West,Gadget C
ORD-007274,CUS-1002,2024-01-01,1042.57,23,South,Widget A
ORD-007275,CUS-1003,2024-01-01,-444.29,8,West,Widget B
ORD-007276,CUS-1001,01/02/2024,1947.9,1,North,Widget B
ORD-007277,CUS-1002,01/02/2024,402.01,22,South,Widget B
ORD-007278,CUS-1002,2024-01-01,1064.84,4,North,Widget A
ORD-007279,CUS-1002,2024-01-01,671.5,46,West,Widget B
ORD-007280,CUS-1002,2024-03-15,338.58,27,South,Gadget C
ORD-007281,CUS-1001,2024-01-01,1366.17,48,North,Widget B
ORD-007282,CUS-1001,2024-01-01,282.59,32,South,Widget A
ORD-007283,CUS-1001,not-a-date,556.31,14,South,Widget A
ORD-007284,nan,01/02/2024,979.84,33,West,Widget B
ORD-007285,nan,2024-01-01,853.31,4,South,Widget B
ORD-007286,CUS-1003,2024-01-01,1822.01,25,South,Gadget C
ORD-007287,CUS-1001,2024-01-01,1305.43,35,North,Gadget C
ORD-007288,CUS-1002,2024-01-01,148.14,22,West,Widget A
ORD-007289,CUS-1001,not-a-date,294.99,12,North,Widget B
ORD-007290,CUS-1001,01/02/2024,1176.59,46,South,Widget B
ORD-007291,CUS-1001,2024-01-01,458.72,11,North,Widget A
ORD-007292,CUS-1003,2024-01-01,399.46,14,  Central  ,Widget A
ORD-007293,CUS-1001,2024-01-01,1975.24,37,East,Widget B
ORD-007294,CUS-1002,2024-01-01,1421.87,13,North,Widget B
ORD-007295,nan,01/02/2024,611.91,10,East,Widget B
ORD-007296,CUS-1002,2024-01-01,65.37,8,West,Widget A
ORD-007297,CUS-1001,not-a-date,1592.26,39,East,Widget B
ORD-007298,nan,2024-03-15,1158.7,6,East,Widget A
ORD-007299,CUS-1002,2024-06-30,629.55,46,South,Widget B
ORD-007300,CUS-1002,not-a-date,1059.38,8,East,Widget A
ORD-007301,CUS-1002,2024-06-30,1794.04,8,North,Widget A
ORD-007302,CUS-1003,2024-06-30,136.26,48,North,Widget A
ORD-007303,CUS-1002,2024-01-01,1466.66,27,  Central  ,Widget A
ORD-007304,CUS-1002,2024-01-01,1726.88,36,West,Widget A
ORD-007305,CUS-1002,2024-01-01,1045.8,35,North,Widget B
ORD-007306,CUS-1001,01/02/2024,1922.19,15,East,Widget A
ORD-007307,CUS-1003,01/02/2024,471.03,27,West,Widget A
ORD-007308,CUS-1001,2024-01-01,1445.23,24,East,nan
ORD-007309,CUS-1001,2024-03-15,855.47,45,East,Widget B
ORD-007310,CUS-1001,2024-03-15,764.34,42,South,Widget A
ORD-007311,CUS-1001,01/02/2024,1276.24,4,East,Widget B
ORD-007312,CUS-1001,2024-01-01,1222.8,32,West,Widget A
ORD-007313,CUS-1002,2024-01-01,740.68,49,South,Widget A
ORD-007314,CUS-1001,01/02/2024,757.24,23,West,Gadget C
ORD-007315,CUS-1001,2024-01-01,964.98,28,East,Gadget C
ORD-007316,CUS-1003,01/02/2024,1985.75,38,North,Widget B
ORD-007317,nan,2024-01-01,1599.02,11,North,Widget A
ORD-007318,CUS-1002,2024-01-01,738.93,14,West,Widget B
ORD-007319,CUS-1001,2024-01-01,732.71,32,South,Widget B
ORD-007320,CUS-1001,01/02/2024,1794.55,48,South,Widget B
ORD-007321,CUS-1001,2024-01-01,1560.73,33,South,Widget B
ORD-007322,CUS-1001,2024-06-30,1310.56,38,East,Widget A
ORD-007323,nan,2024-01-01,1431.11,1,North,Gadget C
ORD-007324,CUS-1002,2024-06-30,123.42,5,South,Widget B
ORD-007325,CUS-1001,2024-01-01,194.33,42,South,Widget B
ORD-007326,nan,2024-01-01,638.3,39,West,Widget B
ORD-007327,CUS-1002,2024-06-30,950.46,4,North,Gadget C
ORD-007328,CUS-1001,2024-03-15,1424.87,20,South,Widget B
ORD-007329,CUS-1002,01/02/2024,1566.44,11,East,Widget B
ORD-007330,CUS-1001,2024-03-15,1770.73,30,West,Widget A
ORD-007331,nan,2024-01-01,549.17,30,West,Widget B
ORD-007332,CUS-1001,2024-03-15,1498.52,2,North,Gadget C
ORD-007333,CUS-1002,2024-01-01,-267.57,38,South,Widget A
ORD-007334,CUS-1001,2024-03-15,424.29,9,North,Widget A
ORD-007335,nan,2024-06-30,148.73,32,North,Widget B
ORD-007336,CUS-1002,not-a-date,1794.07,41,South,Widget A
ORD-007337,CUS-1002,2024-03-15,278.45,31,East,Widget A
ORD-007338,CUS-1001,01/02/2024,1442.36,49,West,Gadget C
ORD-007339,nan,01/02/2024,780.78,25,West,Widget A
ORD-007340,CUS-1002,2024-01-01,717.48,14,South,Widget A
ORD-007341,CUS-1001,not-a-date,1881.77,26,North,Widget B
ORD-007342,CUS-1003,01/02/2024,708.77,36,East,Gadget C
ORD-007343,CUS-1001,2024-01-01,821.22,22,East,Widget A
ORD-007344,CUS-1001,2024-03-15,41.23,5,East,Widget A
ORD-007345,CUS-1002,2024-01-01,375.27,14,West,Gadget C
ORD-007346,CUS-1001,2024-03-15,729.36,26,South,Widget A
ORD-007347,CUS-1002,2024-03-15,1335.21,18,South,Widget A
ORD-007348,CUS-1001,2024-01-01,137.23,45,East,Widget A
ORD-007349,CUS-1001,2024-01-01,705.52,44,East,Gadget C
ORD-007350,CUS-1001,2024-03-15,736.89,32,South,Gadget C
ORD-007351,CUS-1001,2024-01-01,1584.11,19,South,Widget B
ORD-007352,nan,2024-06-30,557.22,9,  Central  ,Gadget C
ORD-007353,CUS-1002,2024-01-01,1784.91,38,West,Widget A
ORD-007354,CUS-1002,2024-01-01,1888.5,47,East,Widget A
ORD-007355,CUS-1001,2024-01-01,450.95,31,South,Widget B
ORD-007356,CUS-1002,2024-03-15,-106.54,1,  Central  ,Gadget C
ORD-007357,CUS-1001,01/02/2024,1469.59,11,East,Widget A
ORD-007358,CUS-1001,2024-03-15,544.6,27,South,Widget A
ORD-007359,CUS-1002,2024-06-30,1653.77,8,South,Widget A
ORD-007360,CUS-1002,01/02/2024,1948.03,29,South,Widget B
ORD-007361,CUS-1003,2024-01-01,1266.41,7,North,Widget A
ORD-007362,nan,2024-01-01,330.98,22,South,Widget B
ORD-007363,CUS-1003,not-a-date,13.85,25,South,Widget A
ORD-007364,CUS-1001,2024-01-01,825.67,32,South,Widget A
ORD-007365,CUS-1001,not-a-date,461.51,10,East,Widget A
ORD-007366,CUS-1001,not-a-date,1550.1,30,South,Gadget C
ORD-007367,CUS-1003,01/02/2024,944.91,13,North,Widget B
ORD-007368,nan,01/02/2024,1268.14,22,  Central  ,Widget B
ORD-007369,nan,2024-06-30,1216.46,42,North,Widget A
ORD-007370,CUS-1001,2024-03-15,82.22,4,South,Widget A
ORD-007371,CUS-1003,01/02/2024,1418.91,24,West,Widget A
ORD-007372,CUS-1002,2024-01-01,1653.16,47,West,Widget A
ORD-007373,CUS-1003,2024-01-01,947.74,17,East,Widget B
ORD-007374,CUS-1002,2024-01-01,1168.28,21,North,Widget A
ORD-007375,CUS-1001,2024-06-30,296.13,10,East,Widget B
ORD-007376,CUS-1001,01/02/2024,1320.85,9,South,Gadget C
ORD-007377,nan,2024-03-15,1879.86,22,West,Widget A
ORD-007378,CUS-1002,2024-01-01,1426.79,28,South,Widget A
ORD-007379,CUS-1001,not-a-date,38.8,13,North,Widget B
ORD-007380,CUS-1001,2024-01-01,625.75,28,East,Gadget C
ORD-007381,CUS-1001,2024-03-15,1908.32,2,North,Gadget C
